본부명,지사명,표준시설코드,시설명,대피소명,소재지,전화번호,수용가능인원,위도,경도
경남,고성.통영.거제,4831010011,양정,거제양정초등학교,경상남도 거제시 양정동,055-638-0054,,34.8777436,128.6483431
전남,고흥,4677010105,남성,남성마을회관,전라남도 고흥군 포두면,061-832-6351,,34.5656687,127.3568375
전남,고흥,4677010105,남성,고흥군청,전라남도 고흥군,061-830-5848,,34.6105935,127.2846484
경북,경주,4713010248,명계,농공단지,경상북도 경주시 내남면 이조리,054-770-1810,200.0,35.7532425,129.2033209
경북,경주,4713010248,명계,삼성고등학교,경상북도 경주시 내남면 이조리,054-748-2730,200.0,35.7532425,129.2033209
경북,경주,4713010248,명계,내남면민회관,경상북도 경주시 내남면 이조리,054-748-3007,500.0,35.7532425,129.2033209
경북,경주,4713010248,명계,내남파출소,경상북도 경주시 내남면 용장리,054-745-9112,,35.7740032,129.2110146
경북,경주,4713010248,명계,삼성고등학교,경상북도 경주시 내남면 명계리,054-748-2730,200.0,35.7209444,129.2433548
경북,경주,4713010248,명계,농공공단,경상북도 경주시 내남면 명계리,054-770-1810,200.0,35.7209444,129.2433548
경북,경주,4713010248,명계,내남면민회관,경상북도 경주시 내남면 명계리,054-748-3007,500.0,35.7209444,129.2433548
경북,달성,2771010098,달창,유가읍행정복지센터,대구광역시 달성군 유가읍,053-668-5796,,35.68341059999999,128.4864781
경북,달성,2771010098,달창,지2리마을회관,대구광역시 달성군 현풍읍 지리,,,35.6774116,128.4264203
경북,달성,2771010098,달창,도의1리마을회관,대구광역시 달성군 유가읍 도의리,053-611-5885,,35.6619705,128.4602575
경북,경주,4713010145,품산,한국도로공사 경주영업소,경상북도 경주시,054-741-8800,,35.8447433,129.206998
경북,경주,4713010276,박달,농공공단,경상북도 경주시 내남면,054-770-1810,100.0,35.7475432,129.174727
경북,경주,4713010276,박달,삼성예술고등학교,경상북도 경주시 내남면 이조리,054-748-2047,300.0,35.7532425,129.2033209
경북,경주,4713010276,박달,내남농협,경상북도 경주시 내남면 박달리,054-748-2642,100.0,35.7321406,129.1118917
전남,영광,4687010168,구내,염산초등학교,전라남도 영광군 염산면 봉남리,061-352-9046,583.0,35.2167388,126.3580497
전남,영광,4687010168,구내,염산초등학교,전라남도 영광군 염산면 봉남리,,583.0,35.2167388,126.3580497
전남,영광,4687010168,구내,염산면사무소,전라남도 영광군 염산면 봉남리,061-350-5964,200.0,35.2167388,126.3580497
전남,영광,4687010168,구내,영광군청,전라남도 영광군 영광읍 무령리,061-350-5482,,35.2831374,126.5138304
경북,경주,4713010041,하동,불국중학교,경상북도 경주시 시래동,054-746-1758,314.0,35.7693755,129.2974768
경북,경주,4713010041,하동,하동마을회관,경상북도 경주시 하동,054-777-0644,50.0,35.8050765,129.3149915
경북,달성,2771010077,용연,구지중학교,대구광역시 달성군 구지면,053-233-9888,,35.6568224,128.4010216
경북,경주,4713010136,용곡,신라초교,경상북도 경주시 탑정동,054-742-0771,400.0,35.8119727,129.1963806
경북,경주,4713010136,용곡,오릉초등학교,경상북도 경주시 탑정동,054-772-3659,450.0,35.8119727,129.1963806
경북,경주,4713010136,용곡,망월사,경상북도 경주시 탑정동,054-745-7579,30.0,35.8119727,129.1963806
경북,경주,4713010136,용곡,경주직업전문학교,경상북도 경주시 선도동,054-742-8595,80.0,35.8343903,129.1652756
경북,경주,4713010136,용곡,두대마을회관,경상북도 경주시 탑정동,054-748-4602,25.0,35.8119727,129.1963806
경북,경주,4713010136,용곡,경주대학교,경상북도 경주시 선도동,054-770-5114,280.0,35.8343903,129.1652756
경북,경주,4713010136,용곡,화천교회,경상북도 경주시 효현동,054-748-4304,30.0,35.8250784,129.1673889
경북,경주,4713010136,용곡,고란마을회관,경상북도 경주시 선도동,054-748-8826,30.0,35.8343903,129.1652756
경북,경주,4713010136,용곡,모량2리마을회관,경상북도 경주시 건천읍 모량리,054-748-4449,30.0,35.8185791,129.1256862
경북,경주,4713010136,용곡,금척교회,경상북도 경주시 건천읍 금척리,054-751-0154,50.0,35.8350781,129.1151806
경북,경주,4713010136,용곡,무산중고교,경상북도 경주시 건천읍 천포리,054-751-0021,200.0,35.8490365,129.0931581
경북,경주,4713010136,용곡,건천초교,경상북도 경주시 건천읍 건천리,054-751-6289,500.0,35.85007969999999,129.1076088
전남,해남.완도,4682010346,신덕,화원초등학교,전라남도 해남군 화원면 청용리,061-532-0172,200.0,34.67644170000001,126.3346652
전남,해남.완도,4682010346,신덕,화원중고등학교,전라남도 해남군 화원면 신덕리,061-532-0294,400.0,34.6689823,126.3087332
전남,해남.완도,4682010346,신덕,화원보건지소,전라남도 해남군 화원면 금평리,061-532-0982,200.0,34.6820484,126.3159184
전남,해남.완도,4682010346,신덕,화원목장교회,전라남도 해남군 화원면 청용리,061-532-0035,80.0,34.67644170000001,126.3346652
전남,해남.완도,4682010346,신덕,화원면사무소,전라남도 해남군 화원면 금평리,061-530-5614,600.0,34.6820484,126.3159184
전남,해남.완도,4682010346,신덕,화원교회,전라남도 해남군 화원면 신덕리,061-535-3609,70.0,34.6689823,126.3087332
전남,해남.완도,4682010346,신덕,영호교회,전라남도 해남군 화원면 영호리,061-532-0318,80.0,34.6969619,126.3305575
전남,해남.완도,4682010346,신덕,에덴중앙교회,전라남도 해남군 화원면 마산리,061-536-7610,100.0,34.7131832,126.3272988
전남,고흥,4677010203,원등,대서초등학교,전라남도 고흥군 대서면 금마리,061-834-6780,300.0,34.779389,127.2768491
경북,경주,4713010465,심원,의곡초등학교,경상북도 경주시,054-751-5022,230.0,35.8447433,129.206998
경북,경주,4713010465,심원,경주마케팅고등학교,경상북도 경주시,054-751-5054,140.0,35.8447433,129.206998
경북,경주,4713010465,심원,신원1리 마을회관,경상북도 경주시 산내면 신원리,,40.0,35.7586426,128.9914018
경북,경주,4713010465,심원,신원1리 마을회관,경상북도 경주시 산내면 신원리,,,35.7586426,128.9914018
전남,해남.완도,4682010038,양촌,창리마을회관,전라남도 해남군 삼산면 창리,061-533-2343,18.0,34.5333105,126.5906758
전남,해남.완도,4682010038,양촌,동부교회,전라남도 해남군 해남읍,061-536-4867,50.0,34.5580309,126.5661704
전남,해남.완도,4682010038,양촌,두륜사,전라남도 해남군 삼산면 구림리,061-534-3816,80.0,34.4864154,126.6169262
전남,해남.완도,4682010038,양촌,해창교회,전라남도 해남군 화산면 해창리,061-532-6175,100.0,34.5109096,126.5337858
전남,해남.완도,4682010038,양촌,삼산초등학교 신흥분교,전라남도 해남군 삼산면 창리,061-533-5406,50.0,34.5333105,126.5906758
전남,해남.완도,4682010038,양촌,삼산초등학교 삼화분교,전라남도 해남군 삼산면 원진리,061-533-5406,50.0,34.5160316,126.5556643
전남,해남.완도,4682010038,양촌,화산중고등학교,전라남도 해남군 화산면 연정리,061-532-0294,0.0,34.5021145,126.5166498
전남,해남.완도,4682010038,양촌,화산초등학교,전라남도 해남군 화산면 방축리,061-533-6255,,34.4858645,126.5151839
전남,해남.완도,4682010038,양촌,삼산초등학교,전라남도 해남군 삼산면 충리,061-534-6287,,34.5169475,126.5896996
경남,고성.통영.거제,4882010056,무선,경남항공고등학교,경상남도 고성군 고성읍,,1157.0,34.9773528,128.3155509
경남,고성.통영.거제,4882010056,무선,고성중학교,경상남도 고성군 고성읍,,1037.0,34.9773528,128.3155509
경남,고성.통영.거제,4882010056,무선,상리초등학교,경상남도 고성군 상리면,,758.0,34.9971892,128.2000015
경남,고성.통영.거제,4882010056,무선,상리면사무소,경상남도 고성군 상리면 척번정리,055-670-5201,,34.9932796,128.1813247
경남,고성.통영.거제,4882010056,무선,고성군청,경상남도 고성군 고성읍 성내리,055-670-2114,,34.9738942,128.3223997
경남,고성.통영.거제,4882010056,무선,무선마을회관,경상남도 고성군 상리면 무선리,,30.0,34.982521,128.2152483
전남,고흥,4677010047,사동,고흥군청,전라남도 고흥군,061-830-5848,,34.6105935,127.2846484
전남,고흥,4677010152,사정,고흥군청,전라남도 고흥군,061-830-5848,,34.6105935,127.2846484
전남,해남.완도,4682010050,연화,화산중학교,전라남도 해남군 화산면 연정리,061-535-2016,800.0,34.5021145,126.5166498
전남,해남.완도,4682010050,연화,화산남초등학교,전라남도 해남군 화산면 월호리,,600.0,34.4922949,126.4958026
전남,해남.완도,4682010137,백호,옥천면사무소,전라남도 해남군 옥천면,061-531-3319,,34.56281999999999,126.6553588
전남,고흥,4677010167,호덕,과역면사무소,전라남도 고흥군 과역면,061-830-5612,,34.6859219,127.3769793
전남,순천.광양.여수,4615010058,상송,순천시청,전라남도 순천시 장천동,061-743-4599,,34.9495077,127.4889159
전남,순천.광양.여수,4615010058,상송,낙안면사무소,전라남도 순천시 낙안면 동내리,061-749-8101,115.0,34.9153174,127.3543782
경남,하동.남해,4824010098,흥사,곤양중학교,경상남도 사천시 곤양면 성내리,055-853-0011,200.0,35.0583218,127.9607248
경남,하동.남해,4824010098,흥사,축동초등학교,경상남도 사천시 축동면 배춘리,055-854-2686,100.0,35.1013373,128.0960997
경남,하동.남해,4824010098,흥사,곤양면사무소,경상남도 사천시 곤양면 성내리,055-831-5170,30.0,35.0583218,127.9607248
경남,하동.남해,4824010001,와룡,사천시청,경상남도 사천시 용현면 덕곡리,055-831-3312,,34.9995433,128.0657516
경남,하동.남해,4824010001,와룡,한국폴리텍 항공대학,경상남도 사천시 이금동,055-830-3400,410.0,34.9508964,128.1097696
경남,하동.남해,4824010001,와룡,모정마을회관,경상남도 사천시 이금동,-,19.0,34.9508964,128.1097696
경남,하동.남해,4824010001,와룡,봉전노인회,경상남도 사천시 봉남동,055-833-9085,40.0,34.9439651,128.1026077
경남,하동.남해,4824010001,와룡,삽재마을회관,경상남도 사천시 향촌동,055-835-0237,15.0,34.9320376,128.0969112
경남,하동.남해,4824010001,와룡,샛담마을회관,경상남도 사천시 향촌동,055-833-5731,99.0,34.9320376,128.0969112
경남,하동.남해,4824010001,와룡,모례마을회관,경상남도 사천시 향촌동,055-834-8572,64.0,34.9320376,128.0969112
경남,하동.남해,4824010001,와룡,신향마을회관,경상남도 사천시 향촌동,055-833-7853,25.0,34.9320376,128.0969112
경남,하동.남해,4824010001,와룡,6통마을회관,경상남도 사천시 향촌동,-,18.0,34.9320376,128.0969112
경남,하동.남해,4824010001,와룡,대방초등학교,경상남도 사천시 서동,055-833-3041,330.0,34.9315749,128.0658459
경남,하동.남해,4824010001,와룡,용운사,경상남도 사천시 동동,055-832-3668,50.0,34.938538,128.0675654
경남,하동.남해,4824010001,와룡,죽전마을회관,경상남도 사천시 죽림동,-,33.0,34.9703756,128.0784522
경남,하동.남해,4824010001,와룡,구미새마을회관,경상남도 사천시 송포동,055-835-9102,32.0,34.9648815,128.0528083
경남,하동.남해,4824010001,와룡,남양중학교,경상남도 사천시 송포동,055-834-3597,345.0,34.9648815,128.0528083
전남,고흥,4677010154,연봉1,과역중학교,전라남도 고흥군 과역면,061-832-9345,448.0,34.6859219,127.3769793
전남,고흥,4677010154,연봉1,고흥군청,전라남도 고흥군,061-830-5848,,34.6105935,127.2846484
전남,해남.완도,4682010159,구가학,계곡초등학교,전라남도 해남군 계곡면 성진리,061-534-9101,648.0,34.6376685,126.6577153
전남,해남.완도,4682010159,구가학,잠두리마을회관,전라남도 해남군 계곡면 잠두리,061-532-7708,60.0,34.6653171,126.5750112
전남,해남.완도,4682010159,구가학,덕정리마을회관,전라남도 해남군 계곡면 덕정리,061-532-9072,60.0,34.6355397,126.6256888
전남,해남.완도,4682010159,구가학,여수리마을회관,전라남도 해남군 계곡면 여수리,061-534-91987,70.0,34.6552112,126.614884
전남,고흥,4677010205,대강,동강중학교,전라남도 고흥군,061-833-2038,634.0,34.6105935,127.2846484
전남,고흥,4677010205,대강,고흥군청,전라남도 고흥군,061-830-5848,,34.6105935,127.2846484
전남,고흥,4677010118,대룡,고흥군청,전라남도 고흥군,061-830-5846,,34.6105935,127.2846484
전남,해남.완도,4682010001,금강,해남종합체육관,전라남도 해남군 해남읍 신안리,,815.0,34.5607591,126.6183886
전남,해남.완도,4682010373,신방,초호리마을회관,전라남도 해남군 현산면 초호리,061-533-0629,28.0,34.4311591,126.5488342
전남,해남.완도,4682010373,신방,현산면 사무소,전라남도 해남군 현산면,061-530-2531,,34.4537754,126.5695312
전남,고흥,4677010274,동백,대서초등학교,전라남도 고흥군 대서면,061-833-9680,,34.7624433,127.2813972
전남,고흥,4677010274,동백,고흥군청,전라남도 고흥군 고흥읍 남계리,061-830-5492,,34.6143595,127.2924231
전남,고흥,4677010274,동백,고흥군청,전라남도 고흥군,061-830-5399,,34.6105935,127.2846484
경북,경주,4713010024,보문,한화콘도,경상북도 경주시 북군동,054-745-8060,,35.8596343,129.2588363
경북,경주,4713010024,보문,금장교회,경상북도 경주시 현곡면,054-775-1004,,35.8967827,129.1699315
경북,경주,4713010024,보문,신라고등학교,경상북도 경주시 충효동,054-749-2400,0.0,35.8474864,129.1701102
경북,경주,4713010024,보문,효자초등학교,경상북도 포항시 남구 효자동,054-275-1246,140.0,36.0074135,129.3315919
경북,경주,4713010024,보문,포철서초등학교,경상북도 포항시 남구 효자동,054-279-4765,600.0,36.0074135,129.3315919
경북,경주,4713010024,보문,포항공과대학교,경상북도 포항시 남구 효자동,054-279-2001,3000.0,36.0074135,129.3315919
경북,경주,4713010024,보문,연일초등학교,경상북도 포항시 남구 연일읍 생지리,054-285-4820,860.0,35.9994597,129.3429802
경북,경주,4713010024,보문,자명교회,경상북도 포항시 남구 연일읍 자명리,054-278-4775,50.0,36.01555159999999,129.305279
경북,경주,4713010024,보문,위덕대학교,경상북도 경주시 강동면 유금리,054-760-1114,3000.0,36.0043635,129.2819062
경북,경주,4713010024,보문,경신공업(주) 경주공장,경상북도 경주시 강동면 오금리,054-760-3300,50.0,35.9727354,129.2660176
경북,경주,4713010024,보문,강동초교 왕신분교,경상북도 경주시 강동면 왕신리,054-762-4051,80.0,35.9486975,129.2981627
경북,경주,4713010024,보문,강동초등학교,경상북도 경주시 강동면 유금리,054-762-3264,240.0,36.0043635,129.2819062
경북,경주,4713010024,보문,양동초등학교,경상북도 경주시 강동면 양동리,054-762-2135,120.0,36.0049213,129.24702
경북,경주,4713010024,보문,안강중학교,경상북도 경주시 안강읍 안강리,054-761-2005,500.0,35.9908489,129.2346501
경북,경주,4713010024,보문,안강초등학교,경상북도 경주시 안강읍 안강리,054-761-2010,240.0,35.9908489,129.2346501
경북,경주,4713010024,보문,(주) 부민양행,경상북도 경주시 안강읍 갑산리,054-761-8677,100.0,35.9692241,129.2296372
경북,경주,4713010024,보문,호명마을회관,경상북도 경주시 강동면 모서리,054-762-8665,50.0,35.9519947,129.2508997
경북,경주,4713010024,보문,모아초등학교 모서분교,경상북도 경주시 강동면 모서리,054-745-4222,60.0,35.9519947,129.2508997
경북,경주,4713010024,보문,정일공업(주) 경주공장,경상북도 경주시 안강읍 사방리,054-760-7183,50.0,35.9392344,129.2267064
경북,경주,4713010024,보문,사방초등학교,경상북도 경주시 안강읍 사방리,054-762-5939,120.0,35.9392344,129.2267064
경북,경주,4713010024,보문,모아초등학교,경상북도 경주시 강동면 모서리,054-745-4222,120.0,35.9519947,129.2508997
경북,경주,4713010024,보문,청령교회,경상북도 경주시 안강읍 청령리,054-762-0789,50.0,35.9163425,129.2230049
경북,경주,4713010024,보문,모아휴게소,경상북도 경주시 천북면 모아리,054-771-9738,100.0,35.920946,129.2480139
경북,경주,4713010024,보문,미어코리아 유한회사 경주공장,경상북도 경주시 현곡면 라원리,054-775-3221,100.0,35.8996233,129.2137831
경북,경주,4713010024,보문,신라공업고등학교,경상북도 경주시 천북면 신당리,054-774-7673,540.0,35.8975842,129.245524
경북,경주,4713010024,보문,나원교회,경상북도 경주시 현곡면 라원리,054-775-1596,50.0,35.8996233,129.2137831
경북,경주,4713010024,보문,태광산업 경주공장,경상북도 경주시 황성동,054-776-2511,100.0,35.8684845,129.2166885
경북,경주,4713010024,보문,금장교회,경상북도 경주시 현곡면 금장리,054-775-1004,50.0,35.8718505,129.1955121
경북,경주,4713010024,보문,유림초등학교,경상북도 경주시 황성동,054-771-6168,1060.0,35.8684845,129.2166885
경북,경주,4713010024,보문,계림고등학교,경상북도 경주시 황성동,054-748-2730,1831.0,35.8684845,129.2166885
경북,경주,4713010024,보문,계림중학교,경상북도 경주시 황성동,054-742-9060,660.0,35.8684845,129.2166885
경북,경주,4713010024,보문,동국대학교 경주분교,경상북도 경주시 석장동,054-770-2114,3000.0,35.8597927,129.1883317
경북,경주,4713010024,보문,경주여자고등학교,경상북도 경주시 성건동,054-743-3842,540.0,35.8545443,129.1980516
경북,경주,4713010024,보문,흥무초등학교,경상북도 경주시 성건동,054-741-6675,600.0,35.8545443,129.1980516
경북,경주,4713010024,보문,서라벌여자중학교,경상북도 경주시 황성동,054-749-5812,680.0,35.8684845,129.2166885
경북,경주,4713010024,보문,계림초등학교,경상북도 경주시 북부동,054-745-3013,420.0,35.8486933,129.2120988
경북,경주,4713010024,보문,경주여자중학교,경상북도 경주시 성건동,054-774-5925,540.0,35.8545443,129.1980516
경북,경주,4713010024,보문,동천초등학교,경상북도 경주시 동천동,054-746-0531,960.0,35.8447433,129.206998
경북,경주,4713010024,보문,경주중학교,경상북도 경주시 황오동,054-775-9676,420.0,35.844582,129.2196488
경북,경주,4713010024,보문,화랑초등학교,경상북도 경주시 구황동,054-745-4302,260.0,35.8354235,129.2370128
경북,경주,4713010024,보문,경주 한화콘도,경상북도 경주시 북군동,054-745-8060,500.0,35.8596343,129.2588363
전남,고흥,4677010053,내봉,도덕면사무소,전라남도 고흥군 도덕면,061-830-6403,,34.58446929999999,127.1864111
전남,고흥,4677010053,내봉,도덕초등학교,전라남도 고흥군 도덕면 도덕리,061-842-1150,500.0,34.5524863,127.1644891
전남,영광,4687010026,길용,영산선학대학교,전라남도 영광군 백수읍 길용리,061-350-6015,1179.0,35.3179757,126.4241789
전남,영광,4687010026,길용,용암경로당,전라남도 영광군 백수읍,,30.0,35.3019026,126.4028373
전남,영광,4687010026,길용,영광군청,전라남도 영광군 영광읍 무령리,061-350-5482,,35.2831374,126.5138304
전남,광주,4687010026,길용,영산선학대학교,전라남도 영광군 백수읍 길용리,061-350-6015,200.0,35.3179757,126.4241789
전남,광주,4687010026,길용,백수중학교,전라남도 영광군 백수읍 양성리,061-352-7230,150.0,35.2786397,126.4113976
전남,광주,4687010026,길용,백수서초등학교,전라남도 영광군 백수읍 대전리,061-352-7042,80.0,35.2875945,126.4017691
전남,광주,4687010026,길용,백수초등학교,전라남도 영광군 백수읍 천마리,061-352-7024,50.0,35.2909801,126.4263402
전남,영광,4687010026,길용,영산선학대학교,전라남도 영광군 백수읍 길용리,061-350-6015,500.0,35.3179757,126.4241789
전남,영광,4687010026,길용,백수중학교,전라남도 영광군 백수읍 양성리,061-352-7230,150.0,35.2786397,126.4113976
전남,영광,4687010026,길용,백수서초등학교,전라남도 영광군 백수읍 대전리,061-352-7042,80.0,35.2875945,126.4017691
전남,영광,4687010026,길용,백수초등학교,전라남도 영광군 백수읍 천마리,061-352-7024,50.0,35.2909801,126.4263402
전남,순천.광양.여수,4613010040,대포,소라초등학교,전라남도 여수시,061-685-8339,,34.7610473,127.6629076
전남,순천.광양.여수,4613010040,대포,전남도,전라남도 무안군 삼향읍 남악리,061-286-7543,,34.8132575,126.4691857
전남,순천.광양.여수,4613010040,대포,대포 남해촌 경로당,전라남도 여수시 소라면 대포리,,15.0,34.8174462,127.6146541
전남,순천.광양.여수,4613010040,대포,대포2구경로당,전라남도 여수시 소라면 대포리,,33.0,34.8174462,127.6146541
전남,순천.광양.여수,4613010040,대포,대포1구 경로당,전라남도 여수시 소라면 대포리,,30.0,34.8174462,127.6146541
전남,순천.광양.여수,4613010040,대포,대동교회,전라남도 여수시 소라면 대포리,,70.0,34.8174462,127.6146541
전남,순천.광양.여수,4613010040,대포,덕양역,전라남도 여수시 소라면 덕양리,,500.0,34.7910879,127.6288151
전남,순천.광양.여수,4613010040,대포,남해촌경로당,전라남도 여수시 소라면 대포리,,,34.8174462,127.6146541
전남,순천.광양.여수,4613010040,대포,대포2구 경로당,전라남도 여수시 소라면 대포리,,,34.8174462,127.6146541
전남,순천.광양.여수,4613010040,대포,대포1구 경로당,전라남도 여수시 소라면 대포리,,,34.8174462,127.6146541
전남,순천.광양.여수,4613010040,대포,대동교회,전라남도 여수시 소라면 대포리,061-686-8841,,34.8174462,127.6146541
전남,순천.광양.여수,4613010040,대포,덕양역,전라남도 여수시 소라면 덕양리,061-1544-7788,,34.7910879,127.6288151
전남,순천.광양.여수,4613010040,대포,소라초등학교,전라남도 여수시 소라면 덕양리,061-685-8118,1168.0,34.7910879,127.6288151
전남,순천.광양.여수,4613010040,대포,소라면사무소,전라남도 여수시 소라면 덕양리,061-690-2602,500.0,34.7910879,127.6288151
전남,순천.광양.여수,4615010057,동교,순천낙안초등학교,전라남도 순천시 낙안면,061-754-3399,786.0,34.9211965,127.3461951
전남,순천.광양.여수,4615010057,동교,낙안중학교,전라남도 순천시 낙안면 교촌리,061-754-2505,575.0,34.899532,127.3478371
전남,순천.광양.여수,4615010057,동교,낙안초등학교,전라남도 순천시 낙안면 성북리,061-754-3399,783.0,34.9149599,127.3446012
전남,순천.광양.여수,4615010057,동교,순천시청,전라남도 순천시 장천동,061-743-4599,,34.9495077,127.4889159
전남,순천.광양.여수,4615010057,동교,낙안초등학교,전라남도 순천시 낙안면 성북리,061-754-3399,,34.9149599,127.3446012
전남,순천.광양.여수,4615010057,동교,낙안면사무소,전라남도 순천시 낙안면 동내리,061-749-8101,,34.9153174,127.3543782
경북,경주,4713010433,왕신,국당리 734,경상북도 경주시 강동면,,,35.9954182,129.2722356
경북,경주,4713010433,왕신,오금리 715-10,경상북도 경주시 강동면,,,35.9954182,129.2722356
경북,경주,4713010433,왕신,천강로 846-58,경상북도 경주시 강동면,,,35.9954182,129.2722356
경북,경주,4713010433,왕신,왕신리 338-1,경상북도 경주시 강동면,,,35.9954182,129.2722356
경북,경주,4713010433,왕신,대각1리마을회관,경상북도 경주시 강동면,,,35.9954182,129.2722356
경북,경주,4713010433,왕신,안강제일초등학교,경상북도 경주시 강동면 왕신리,054-761-4412,580.0,35.9486975,129.2981627
경북,경주,4713010433,왕신,안강제일초등하교,경상북도 경주시 강동면 왕신리,054-761-4412,580.0,35.9486975,129.2981627
경북,경주,4713010433,왕신,안강여자고등학교,경상북도 경주시 강동면 왕신리,054-761-0303,568.0,35.9486975,129.2981627
경북,경주,4713010433,왕신,안강제일초등하교,경상북도 경주시 강동면 왕신리,054-761-4412,580.0,35.9486975,129.2981627
경북,경주,4713010433,왕신,안강중고등학교,경상북도 경주시 강동면 왕신리,054-761-9801,461.0,35.9486975,129.2981627
경북,경주,4713010433,왕신,위덕대학교,경상북도 경주시 강동면 왕신리,054-760-1065,4168.0,35.9486975,129.2981627
전남,영광,4687010052,남산,대마중학교,전라남도 영광군 대마면 월산리,061-353-4062,393.0,35.2996771,126.5862085
전남,영광,4687010052,남산,대마초등학교,전라남도 영광군 대마면 월산리,061-350-5018,470.0,35.2996771,126.5862085
전남,영광,4687010052,남산,남산경로당,전라남도 영광군 대마면 남산리,061-351-1156,50.0,35.2855977,126.6008312
전남,영광,4687010052,남산,대마중학교,전라남도 영광군 대마면 월산리,061-352-4052,150.0,35.2996771,126.5862085
전남,영광,4687010052,남산,애국경로당,전라남도 영광군 대마면 월산리,061-353-5778,30.0,35.2996771,126.5862085
전남,영광,4687010052,남산,군동마을회관,전라남도 영광군 대마면 원흥리,061-353-3021,30.0,35.2994716,126.5562975
전남,영광,4687010052,남산,장보경로당,전라남도 영광군 대마면 월산리,061-353-9224,30.0,35.2996771,126.5862085
전남,영광,4687010052,남산,대마초등학교,전라남도 영광군 대마면 월산리,061-180,30.0,35.2996771,126.5862085
전남,영광,4687010052,남산,월랑노인정,전라남도 영광군 대마면 월산리,061-351-0441,30.0,35.2996771,126.5862085
전남,해남.완도,4682010222,호동,황산초등학교,전라남도 해남군 황산면 남리리,061-533-2230,1322.0,34.5731359,126.4232461
전남,해남.완도,4682010222,호동,황산면주민센터,전라남도 해남군 황산면 우항리,061-530-5611,,34.5881092,126.4302003
전남,고흥,4677010051,도덕,도덕면사무소,전라남도 고흥군 도덕면,061-830-6396,81.0,34.58446929999999,127.1864111
전남,고흥,4677010051,도덕,광주국도관리사무소,광주광역시,062-970-6306,,35.15008220000001,126.8559071
전남,고흥,4677010051,도덕,고흥군청,전라남도 고흥군,061-830-5846,,34.6105935,127.2846484
전남,영광,4579010116,대정,공음중학교,전라북도 고창군 공음면 칠암리,063-562-7323,541.0,35.378104,126.5158378
전남,영광,4579010116,대정,삼광침례교최,전라북도 고창군 상하면,063-562-7795,100.0,35.4443519,126.4791227
전남,영광,4579010116,대정,공음초등학교,전라북도 고창군 공음면 칠암리,063-562-2790,427.0,35.378104,126.5158378
전남,영광,4579010116,대정,고창경찰서,전라북도 고창군 고창읍 석교리,063-563-0112,,35.4434044,126.6925347
전남,영광,4579010116,대정,영광군청,전라남도 영광군 영광읍 무령리,061-350-5482,,35.2831374,126.5138304
전남,영광,4579010116,대정,공음초등학교,전라북도 고창군 공음면 두암리,063-562-7006,150.0,35.4213533,126.5160848
전남,해남.완도,4682010162,신평,황죽리마을회관,전라남도 해남군 계곡면 황죽리,061-536-8694,,34.6192986,126.6878828
전남,해남.완도,4682010162,신평,고금면사무소,전라남도 완도군 고금면,061-550-6390,,34.4033396,126.8062353
전남,해남.완도,4682010162,신평,계곡면사무소,전라남도 해남군 계곡면,061-531-3362,,34.6544317,126.6369736
경남,고성.통영.거제,4882010123,좌련,고성군청,경상남도 고성군 고성읍 성내리,055-670-2114,,34.9738942,128.3223997
경남,고성.통영.거제,4882010123,좌련,좌연마을회관,경상남도 고성군 개천면 좌연리,-,230.0,35.0722004,128.2838391
전남,고흥,4677010090,덕중,고흥군청,전라남도 고흥군 고흥읍,061-830-5848,,34.6057056,127.2654726
전남,고흥,4677010090,덕중,광주학생해양수련관,전라남도 고흥군 도화면,061-830-3600,250.0,34.5005096,127.3216079
전남,고흥,4677010090,덕중,도화보건소,전라남도 고흥군 도화면,061-830-5456,,34.5005096,127.3216079
전남,해남.완도,4682010234,한자,한자보건진료소,전라남도 해남군 황산면 한자리,061-533-5346,56.0,34.5397842,126.4592137
전남,해남.완도,4682010234,한자,황산면주민센터,전라남도 해남군 황산면 우항리,061-530-5611,,34.5881092,126.4302003
전남,고흥,4677010111,미후,고흥군청,전라남도 고흥군,061-830-5848,,34.6105935,127.2846484
전남,고흥,4677010111,미후,미후마을회관,전라남도 고흥군 포두면,061-833-5851,,34.5656687,127.3568375
전남,해남.완도,4682010176,연구,오호마을회관,전라남도 해남군 마산면 학의리,,30.0,34.6107776,126.5204876
전남,해남.완도,4682010176,연구,전라남도,전라남도 무안군,061-286-3290,,34.9882229,126.4786758
전남,해남.완도,4682010176,연구,노하마을회관,전라남도 해남군 마산면 노하리,,22.0,34.6241602,126.5470942
전남,해남.완도,4682010176,연구,전라남도,전라남도 무안군 무안읍,061-530-5589,,34.9924677,126.471301
전남,순천.광양.여수,4623010037,복곡,진월면사무소,전라남도 광양시 진월면 선소리,061-797-3681,,34.9826074,127.7558606
경북,의성.군위,4772010182,창평,부계면,대구광역시 군위군 부계면 ,,430.0,36.0623568,128.6602902
경북,의성.군위,4772010182,창평,효령중학교,대구광역시 군위군 효령면 ,053-382-8082,,36.1383148,128.5971392
경북,의성.군위,4772010182,창평,효령중학교,대구광역시 군위군 효령면 ,053-382-8082,0.0,36.1383148,128.5971392
경북,의성.군위,4772010182,창평,효령고등학교,대구광역시 군위군 효령면 ,053-382-8081,1000.0,36.1383148,128.5971392
